1;1.022400
2;1.022470
3;1.022460
4;1.022320
5;1.022350
6;1.022250
7;1.022210
8;1.022250
9;1.022140
10;1.022160
11;1.022060
12;1.022210
13;1.022300
14;1.022210
15;1.022220
16;1.022290
17;1.022370
18;1.022400
19;1.022460
20;1.022730
21;1.022740
22;1.022810
23;1.022820
24;1.022870
25;1.022830
26;1.022760
27;1.022750
28;1.022850
29;1.022750
30;1.022760
31;1.022760
32;1.022880
33;1.023100
34;1.022990
35;1.023040
36;1.023060
37;1.022890
38;1.022850
39;1.022810
40;1.022800
41;1.022890
42;1.022860
43;1.022870
44;1.022920
45;1.022850
46;1.022890
47;1.022880
48;1.022740
49;1.022660
50;1.022460
51;1.022550
52;1.022470
53;1.022520
54;1.022550
55;1.022490
56;1.022410
57;1.022450
58;1.022460
59;1.022450
60;1.022370
61;1.022340
62;1.022370
63;1.022360
64;1.022510
65;1.022410
66;1.022340
67;1.022370
68;1.022360
69;1.022270
70;1.022240
71;1.022170
72;1.022160
73;1.022230
74;1.022160
75;1.022220
76;1.022360
77;1.022290
78;1.022340
79;1.022390
80;1.022390
81;1.022410
82;1.022230
83;1.022270
84;1.022290
85;1.022230
86;1.022300
87;1.022240
88;1.022340
89;1.022360
90;1.022350
91;1.022410
92;1.022340
93;1.022200
94;1.022290
95;1.022300
96;1.022340
97;1.022340
98;1.022350
99;1.022300
100;1.022350
101;1.022300
102;1.022330
103;1.022050
104;1.022050
105;1.022040
106;1.022080
107;1.022270
108;1.022320
109;1.022300
110;1.022400
111;1.022320
112;1.022360
113;1.022370
114;1.022060
115;1.022110
116;1.021940
117;1.021850
118;1.021500
119;1.021660
120;1.021590
121;1.021580
122;1.021700
123;1.021870
124;1.021950
125;1.022040
126;1.021810
127;1.021770
128;1.022130
129;1.022030
130;1.021980
131;1.021850
132;1.022270
133;1.021790
134;1.021990
135;1.022030
136;1.022070
137;1.022020
138;1.022130
139;1.022280
140;1.022100
141;1.021840
142;1.021700
143;1.021430
144;1.021630
145;1.021370
146;1.021640
147;1.021770
148;1.021850
149;1.021720
150;1.021790
151;1.021760
152;1.021890
153;1.021990
154;1.022060
155;1.022560
156;1.022290
157;1.022280
158;1.021810
159;1.021940
160;1.022430
161;1.022270
162;1.022130
163;1.022260
164;1.022540
165;1.022660
166;1.022860
167;1.023060
168;1.023340
169;1.023410
170;1.023400
171;1.023330
172;1.023500
173;1.023310
174;1.023410
175;1.023510
176;1.023810
177;1.023890
178;1.023830
179;1.023750
180;1.023330
181;1.022950
182;1.023260
183;1.023150
184;1.023510
185;1.023560
186;1.023410
187;1.023350
188;1.022960
189;1.022860
190;1.023130
191;1.023100
192;1.023500
193;1.023460
194;1.023480
195;1.023270
196;1.023000
197;1.023230
198;1.023530
199;1.023530
200;1.023320
201;1.023480
202;1.023860
203;1.023550
