capital
1
1.004433333
1.008115473
1.012593186
1.017090787
1.020827936
1.025370621
1.02993352
1.033726575
1.038335273
1.042964518
1.046814392
1.051490163
1.054574751
1.057686515
1.060825643
1.0648043
1.067992008
1.071207618
1.074451324
1.077723322
1.08102381
1.085178871
1.088530174
1.091910538
1.09782297
1.103758411
1.109716889
1.115698431
1.121703064
1.126872246
1.132927772
1.139006548
1.145108597
1.151233944
1.157382614
1.163554631
1.171535559
1.180443946
1.188475114
1.196532614
1.205537652
1.213643826
1.221775597
1.230875205
1.239054015
1.247257653
1.256449644
1.264698616
1.273950001
1.283229262
1.29253602
1.301869894
1.311230495
1.32061743
1.3300303
1.339468702
1.348932226
1.358420459
1.367932979
1.377469362
1.383809412
1.390167292
1.396542978
1.404024081
1.410428764
1.416851092
1.42329104
1.429748583
1.436223696
1.443836193
1.450339571
1.456860344
1.463398482
1.469953958
1.47652674
1.483116798
1.489724102
1.495186424
1.501835232
1.508501285
1.515184551
1.521884995
1.528602585
1.535337286
1.542089062
1.548857879
1.5556437
1.562446488
1.569266206
1.576102816
1.58295628
1.589826559
1.596713613
1.603617401
1.610537883
1.617475018
1.625695588
1.632658
1.640916184
1.649189639
1.656185017
1.664495336
1.672820471
1.679847463
1.688208688
1.696584265
1.703641484
1.712052353
1.721823695
1.730254807
1.740061291
1.749881872
1.758337322
1.768191184
1.778058112
1.786534834
1.796433134
1.806343446
1.814838307
1.824778036
1.831844484
1.837477405
1.844577955
1.851690808
1.857353896
1.864500774
1.871659855
1.87735282
1.884545845
1.891750966
1.897473513
1.904712491
1.910458374
1.91622159
1.922002192
1.927800232
1.933615762
1.937922367
1.943784582
1.94966453
1.955562266
1.961477842
1.967411312
1.973362731
1.979332153
1.985319633
1.991325225
1.997348984
2.003390965
2.009451222
2.017117402
2.023202373
2.0293057
2.035427439
2.041567645
2.047726374
2.055521775
2.063329985
2.069519975
2.077364379
2.085221471
2.093091171
2.100973398
2.108868068
2.115106803
2.123037227
2.130979965
2.138934933
2.146902046
2.154881219
2.16458007
2.172571662
2.180574932
2.188589792
2.198351972
2.206378057
2.21441534
2.222463731
2.232287246
2.240345642
2.244861509
2.247628104
2.252215701
2.256831718
2.26147629
2.264360475
2.269078018
2.273824588
2.278600326
2.281604199
2.286454192
2.29133384
2.29624329
2.299369031
2.304354063
2.3093694
2.314415193
2.317665062
2.322787811
2.327941537
2.333126396
2.336502736
2.341765972
2.347060878
2.357946975
2.368845474
2.377882766
2.388815792
2.399760499
2.410716584
2.421683748
2.432661684
2.441722872
2.452732484
2.463752115
2.474781454
2.48189645
2.489031903
2.498160095
2.505321487
2.512503408
2.519705918
2.528925928
2.536154441
2.543403616
2.550673511
2.559985906
2.567281866
2.570534012
2.575867684
2.579197074
2.582575072
2.588042985
2.591499251
2.595004649
2.600608662
2.60419339
2.607827795
2.613569827
2.617284661
2.625180136
2.633099429
2.641042613
2.651096683
2.659072065
2.66707144
2.67509488
2.683142457
2.691214244
2.701437229
2.70954154
2.717670165
2.723677048
2.727571778
2.733669783
2.739804553
2.745976272
2.750020817
2.756285356
2.762587488
2.768927405
2.773124672
2.779559165
2.786032108
2.794738458
2.805675728
2.814420085
2.825411287
2.834193607
2.843003226
2.854082728
2.862930385
2.874064055
2.882949703
2.894137572
2.903061163
2.916596431
2.930147693
2.943714587
2.957296746
2.970893801
2.984505382
2.998131116
3.011770626
3.025423535
3.039089461
3.052768023
3.066458834
3.072873405
3.079327395
3.083386864
3.089941201
3.096535616
3.103170304
3.109845464
3.116561295
3.120857223
3.127676053
3.134536247
3.14143801
3.155830964
3.167741183
3.182177892
3.196628991
3.208562036
3.223055205
3.237561773
3.249514795
3.264061713
3.278621023
3.290591122
3.305189028
3.31455373
3.326573426
3.335970995
3.348040984
3.357471299
3.366928177
3.379082544
3.388572135
3.40077683
3.410299005
3.422553972
3.432108602
3.447140253
